Trap Date,Genus,Specific Epithet,Gender,IDd,Count,Trap Region,Include,Comparison Group,Latitude,Longitude,Location
"Jul 03, 2018",Ochlerotatus,euedes,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 08, 2014",Ochlerotatus,campestris,Female,,1,Industrial South,,Core,53.45891000,-113.47761000,POINT (-113.47761 53.45891)
"Jun 26, 2018",Ochlerotatus,flavescens,Female,,5,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jun 26, 2018",Male,UnID,Male,UnID,573,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"May 23, 2006",Male,UnID,Male,UnID,10,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"Aug 16, 2011",Culex,tarsalis,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 24, 1999",Male,UnID,Male,UnID,206,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jun 01, 2021",Misc,UnID,Female,UnID,0,River Valley-East,,Core,53.57022700,-113.37833600,POINT (-113.378336 53.570227)
"Aug 24, 1999",Culiseta,inornata,Female,,4,River Valley-GC2-East,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Aug 12, 2008",Male,UnID,Male,UnID,5,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 14, 2011",Ochlerotatus,flavescens,Female,,39,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 02, 2016",Aedes,vexans,Female,,65,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"May 10, 2022",Male,UnID,Male,UnID,0,River Valley-West,7/28/2020,3,53.50206100,-113.57237900,POINT (-113.572379 53.502061)
"May 25, 2010",Male,UnID,Male,UnID,1,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"Aug 12, 2003",Ochlerotatus,excrucians,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 16, 2011",Aedes,vexans,Female,,9,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Sep 06, 2016",Aedes,vexans,Female,,32,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Aug 01, 2023",Aedes,vexans,Female,,28,Residential-South,,Core,53.48400000,-113.42707500,POINT (-113.427075 53.484)
"Jul 10, 2018",Male,UnID,Male,UnID,42,Residential GC-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jun 29, 1999",Ochlerotatus,Banded legs,Female,UnID,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 25, 2020",Male,UnID,Male,UnID,74,River Valley-East,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 07, 2005",Culiseta,inornata,Female,,11,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 12, 2011",Ochlerotatus,spencerii,Female,,4,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Sep 17, 2013",Male,UnID,Male,UnID,67,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 16, 2016",Ochlerotatus,spencerii,Female,,2,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
"Jun 15, 2010",Ochlerotatus,fitchii,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 17, 2004",Culiseta,inornata,Female,,144,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"May 24, 2005",Male,UnID,Male,UnID,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 25, 1998",Culiseta,inornata,Female,,11,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 19, 2003",Ochlerotatus,Banded legs,Female,UnID,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 10, 2007",Ochlerotatus,campestris,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 29, 2006",Aedes,spp.,Female,UnID,2,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 30, 2015",Male,UnID,Male,UnID,11,Outer Community-North,,Outer,53.77447650,-113.58571530,POINT (-113.5857153 53.7744765)
"Jul 17, 2018",Aedes,vexans,Female,,3,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"Jul 26, 1994",Ochlerotatus,euedes,Female,,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Sep 12, 2006",Culiseta,inornata,Female,,5,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 18, 1995",Ochlerotatus,flavescens,Female,,11,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 20, 2013",Culiseta,inornata,Female,,7,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jul 08, 2014",Male,UnID,Male,UnID,21,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
"Jun 16, 1992",Culiseta,inornata,Female,,7,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jun 28, 1994",Ochlerotatus,excrucians,Female,,2,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 19, 2005",Aedes,vexans,Female,,196,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 12, 2018",Ochlerotatus,flavescens,Female,,24,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Jul 17, 2018",Culex,tarsalis,Female,,1,Outer Community-North West,,Outer,53.71376480,-113.95903590,POINT (-113.9590359 53.7137648)
"Jul 05, 2016",Ochlerotatus,flavescens,Female,,1,Residential GC-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Aug 22, 2006",Male,UnID,Male,UnID,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jun 12, 2012",Culiseta,incidens,Female,,2,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Jul 17, 2007",Anopheles,earlei,Female,,8,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 30, 2016",Culiseta,inornata,Female,,17,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Aug 12, 2014",Aedes,vexans,Female,,97,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"May 22, 2007",Culiseta,inornata,Female,,9,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 26, 2005",Ochlerotatus,Banded legs,Female,UnID,4,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 16, 1996",Aedes,spp.,Female,UnID,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 21, 1998",Misc,UnID,Female,UnID,1,River Valley-GC2-East,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Aug 19, 1997",Ochlerotatus,excrucians,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 16, 2016",Aedes,vexans,Female,,210,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Oct 01, 2019",Male,UnID,Male,UnID,0,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"Aug 19, 1997",Aedes,vexans,Female,,8,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
"Jul 17, 2012",Culiseta,inornata,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 04, 2017",Culiseta,inornata,Female,,7,Residential GC-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jun 12, 2018",Culiseta,inornata,Female,,5,Residential GC-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jul 01, 2014",Mansonia,perturbans,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 29, 1997",Aedes,vexans,Female,,34,River Valley-Central,,Core,53.52420580,-113.50048000,POINT (-113.50048 53.5242058)
"Jun 30, 1992",Aedes,dorsalis,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"May 14, 2019",Culiseta,inornata,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Apr 08, 1992",Ochlerotatus,flavescens,Female,,50,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 09, 2015",Culiseta,inornata,Female,,7,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
"Jul 24, 2018",Aedes,vexans,Female,,35,Outer Community-North West,,Outer,53.71376480,-113.95903590,POINT (-113.9590359 53.7137648)
"Sep 06, 1994",Aedes,vexans,Female,,97,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Sep 06, 2016",Ochlerotatus,flavescens,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 05, 2016",Male,UnID,Male,UnID,20,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Sep 27, 2016",Male,UnID,Male,UnID,14,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 16, 2016",Culiseta,inornata,Female,,25,Outer Community-South West,,Outer,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jul 12, 2016",Ochlerotatus,euedes,Female,,1,Outer Community-North,,Outer,53.77447650,-113.58571530,POINT (-113.5857153 53.7744765)
"May 17, 2005",Ochlerotatus,Black legs,Female,UnID,5,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 07, 2005",Male,UnID,Male,UnID,20,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 14, 1998",Culiseta,inornata,Female,,1,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Jul 02, 1996",Ochlerotatus,fitchii,Female,,1,River Valley-GC1-Central,,Core,53.53718600,-113.52990800,POINT (-113.529908 53.537186)
"Aug 14, 2012",Aedes,vexans,Female,,133,Residential-South,No,Other,53.45749000,-113.42539000,POINT (-113.42539 53.45749)
"Jul 19, 2016",Ochlerotatus,spencerii,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 19, 1994",Aedes,vexans,Female,,17,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Aug 13, 1991",Aedes,dorsalis,Female,,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jul 26, 2016",Aedes,dorsalis,Female,,23,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
"Jul 30, 2019",Ochlerotatus,euedes,Female,,4,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 07, 2015",Anopheles,earlei,Female,,2,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Sep 06, 2011",Culiseta,inornata,Female,,21,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 18, 2000",Culiseta,inornata,Female,,3,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"May 20, 2014",Male,UnID,Male,UnID,2,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 06, 2004",Male,UnID,Male,UnID,5,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 30, 1994",Ochlerotatus,flavescens,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 10, 2018",Ochlerotatus,flavescens,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 19, 2014",Culex,territans,Female,,2,Residential-South,No,Other,53.45749000,-113.42539000,POINT (-113.42539 53.45749)
"Sep 24, 2013",Male,UnID,Male,UnID,8,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 29, 2010",Culiseta,inornata,Female,,3,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 14, 1990",Ochlerotatus,flavescens,Female,,129,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 09, 1996",Aedes,vexans,Female,,10,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 21, 2018",Ochlerotatus,riparius,Female,,1,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Jul 25, 2017",Aedes,vexans,Female,,22,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jul 17, 2007",Aedes,vexans,Female,,50,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 08, 2017",Male,UnID,Male,UnID,13,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 18, 1995",Aedes,vexans,Female,,49,River Valley-GC2-East,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Aug 11, 1998",Aedes,vexans,Female,,33,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 26, 2007",Ochlerotatus,excrucians,Female,,2,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 04, 2006",Culiseta,inornata,Female,,17,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Sep 12, 2017",Male,UnID,Male,UnID,6,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 04, 2009",Culiseta,inornata,Female,,17,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 18, 1998",Culiseta,inornata,Female,,28,River Valley-GC2-East,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Jul 24, 2001",Ochlerotatus,canadensis,Female,,2,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 25, 1995",Culiseta,minnesotae,Female,,1,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"Jul 17, 2018",Ochlerotatus,excrucians,Female,,1,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Jul 08, 1997",Aedes,vexans,Female,,13,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"May 17, 2011",Ochlerotatus,spencerii,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 30, 1996",Ochlerotatus,cataphylla,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 27, 2002",Male,UnID,Male,UnID,2,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"Jul 13, 1999",Ochlerotatus,fitchii,Female,,1,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Jul 19, 1994",Culiseta,alaskaensis,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jun 15, 2021",Culiseta,minnesotae,Female,,1,Residential-South,5/26/2020,1,53.48391060,-113.42705860,POINT (-113.4270586 53.4839106)
"Jul 04, 2017",Ochlerotatus,excrucians,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 27, 1999",Aedes,vexans,Female,,1,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"Jul 23, 1996",Ochlerotatus,cataphylla,Female,,3,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"Aug 22, 2000",Culiseta,inornata,Female,,22,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"Jul 23, 2013",Culiseta,impatiens,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Sep 01, 2015",Culiseta,inornata,Female,,5,Residential GC-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Aug 03, 1999",Culiseta,inornata,Female,,13,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
"Jun 12, 2018",Culiseta,impatiens,Female,,14,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 29, 2017",Culiseta,inornata,Female,,23,Residential GC-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jul 05, 2016",Culiseta,inornata,Female,,1,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Jul 19, 2022",Mansonia,perturbans,Female,,1,Residential-North,8/25/2020,3,53.57969200,-113.49923200,POINT (-113.499232 53.579692)
"Aug 07, 2007",Aedes,vexans,Female,,2,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 19, 2005",Ochlerotatus,Banded legs,Female,UnID,1,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"Jun 07, 2005",Ochlerotatus,fitchii,Female,,4,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 13, 2017",Anopheles,earlei,Female,,2,Residential GC-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Aug 12, 2003",Ochlerotatus,Banded legs,Female,UnID,2,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 17, 2007",Ochlerotatus,flavescens,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 23, 2022",Aedes,vexans,Female,,9,River Valley-West,,Core,53.50206100,-113.57237900,POINT (-113.572379 53.502061)
"Aug 21, 2012",Male,UnID,Male,UnID,1,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jul 31, 2001",Ochlerotatus,flavescens,Female,,2,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 23, 1998",Anopheles,earlei,Female,,2,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"May 21, 2013",Culiseta,alaskaensis,Female,,3,Residential-South,No,Other,53.45749000,-113.42539000,POINT (-113.42539 53.45749)
"Jun 03, 2014",Male,UnID,Male,UnID,3,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Sep 18, 2012",Culiseta,inornata,Female,,8,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 23, 2013",Aedes,dorsalis,Female,,15,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Sep 22, 2020",Culiseta,morsitans,Female,,2,Residential-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jul 30, 1991",Aedes,vexans,Female,,72,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 20, 2002",Culiseta,inornata,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 09, 1991",Ochlerotatus,cinereus,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 10, 1999",Ochlerotatus,Banded legs,Female,UnID,4,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 03, 2008",Male,UnID,Male,UnID,2,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 09, 2019",Aedes,vexans,Female,,44,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 19, 2011",Ochlerotatus,Black legs,Female,UnID,1,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"Jul 08, 2014",Ochlerotatus,euedes,Female,,1,Industrial South,,Core,53.45891000,-113.47761000,POINT (-113.47761 53.45891)
"Aug 28, 2012",Culiseta,inornata,Female,,35,Residential-South,No,Other,53.45749000,-113.42539000,POINT (-113.42539 53.45749)
"Jun 23, 1992",Culiseta,alaskaensis,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 04, 2015",Culiseta,morsitans,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"May 29, 2018",Ochlerotatus,excrucians,Female,,5,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 27, 1999",Mansonia,perturbans,Female,,2,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Sep 07, 2004",Culiseta,inornata,Female,,20,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Sep 13, 2022",Culiseta,inornata,Female,,25,Residential-South,,Core,53.48385900,-113.42692800,POINT (-113.426928 53.483859)
"Jul 25, 1995",Aedes,vexans,Female,,1,River Valley-GC1-Central,,Core,53.53718600,-113.52990800,POINT (-113.529908 53.537186)
"Aug 12, 1997",Culiseta,alaskaensis,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 04, 1991",Culiseta,alaskaensis,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"May 29, 2018",Culiseta,alaskaensis,Female,,5,Rural-South West,,Peripheral,53.52858720,-113.73807010,POINT (-113.7380701 53.5285872)
"Jun 09, 2009",Ochlerotatus,Black legs,Female,UnID,3,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Sep 22, 2015",Ochlerotatus,flavescens,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jun 03, 2014",Culiseta,inornata,Female,,1,Rural GC-South East,,Outer,53.33774000,-113.24156000,POINT (-113.24156 53.33774)
"Jun 24, 1997",Ochlerotatus,fitchii,Female,,5,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 24, 1999",Ochlerotatus,cinereus,Female,,2,River Valley-GC2-East,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Jul 26, 2016",Aedes,vexans,Female,,350,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jul 11, 2000",Culiseta,inornata,Female,,39,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 05, 2022",Male,UnID,Male,UnID,1,Residential-South,8/18/2020,6,53.48385900,-113.42692800,POINT (-113.426928 53.483859)
"Jul 16, 2013",Aedes,vexans,Female,,96,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 26, 2003",Male,UnID,Male,UnID,4,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 22, 1997",Ochlerotatus,cinereus,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Sep 12, 2017",Male,UnID,Male,UnID,26,Residential-North,,Core,53.57945910,-113.49926240,POINT (-113.4992624 53.5794591)
"Jul 13, 1999",Culex,territans,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 19, 2005",Ochlerotatus,fitchii,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Sep 22, 2015",Aedes,vexans,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Sep 06, 1994",Culiseta,spp.,Female,UnID,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 29, 2017",Anopheles,earlei,Female,,1,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Jul 25, 1995",Culiseta,minnesotae,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 14, 1990",Culiseta,morsitans,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 08, 1993",Culiseta,spp.,Female,UnID,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Sep 04, 2001",Aedes,vexans,Female,,514,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jul 06, 2004",Aedes,dorsalis,Female,,4,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Sep 20, 2016",Culiseta,inornata,Female,,34,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 26, 2011",Aedes,vexans,Female,,181,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 23, 2013",Culiseta,inornata,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"May 16, 2017",Ochlerotatus,Black legs,Female,UnID,1,Outer Community-North West,,Outer,53.71376480,-113.95903590,POINT (-113.9590359 53.7137648)
"Aug 13, 1996",Ochlerotatus,excrucians,Female,,3,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Sep 02, 2003",Male,UnID,Male,UnID,39,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jun 23, 2015",Ochlerotatus,fitchii,Female,,3,Rural-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Aug 21, 2012",Ochlerotatus,spencerii,Female,,2,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jul 22, 2014",Anopheles,earlei,Female,,7,Rural-West,,Outer,53.56297330,-113.78735300,POINT (-113.787353 53.5629733)
"Jun 06, 2017",Ochlerotatus,flavescens,Female,,2,Outer Community-North West,,Outer,53.71376480,-113.95903590,POINT (-113.9590359 53.7137648)
